,Symbol,Name,LastSale,Sector
2790,TRI,Thomson Reuters Corp,64.89,Consumer Services
2791,THO,"Thor Industries, Inc.",54.35,Consumer Non-Durables
2792,TDW,Tidewater Inc.,19.94,Consumer Services
2795,TIF,Tiffany & Co.,87.86,Consumer Services
2796,TLYS,"Tilly&#39;s, Inc.",7.8,Consumer Services
2797,TSU,TIM Participacoes S.A.,15.45,Public Utilities
2798,TKR,Timken Company (The),42.35,Capital Goods
2799,TMST,TimkenSteel Corporation,6.62,Basic Industries
2800,TWI,"Titan International, Inc.",2.91,Basic Industries
2801,TJX,"TJX Companies, Inc. (The)",50.7,Consumer Services
2802,TOL,"Toll Brothers, Inc.",35.04,Capital Goods
2803,TR,"Tootsie Roll Industries, Inc.",35.24,Consumer Non-Durables
2804,BLD,TopBuild Corp.,87.85,Basic Industries
2805,TMK,Torchmark Corporation,84.71,Finance
2807,TTC,Toro Company (The),70.21,Capital Goods
2808,TD,Toronto Dominion Bank (The),55.88,Finance
2809,SHLL,Tortoise Acquisition Corp.,9.77,Finance
2818,TOT,Total S.A.,49.14,Energy
2819,TSS,"Total System Services, Inc.",124.07,Miscellaneous
2820,TOWR,"Tower International, Inc.",30.91,Capital Goods
2821,TSQ,"Townsquare Media, Inc.",5.22,Consumer Services
2822,TM,Toyota Motor Corp Ltd Ord,128.3,Capital Goods
2823,TPGH,TPG Pace Holdings Corp.,10.28,Finance
2826,TRTX,"TPG RE Finance Trust, Inc.",19.4,Consumer Services
2828,TAC,TransAlta Corporation,5.94,Public Utilities
2829,TCI,"Transcontinental Realty Investors, Inc.",24.8,Consumer Services
2830,TDG,Transdigm Group Incorporated,461.33,Capital Goods
2831,RIG,Transocean Ltd.,4.95,Energy
2832,TGS,Transportadora De Gas Sa Ord B,14.71,Public Utilities
2833,TRU,TransUnion,79.49,Finance
2834,TREC,Trecora Resources,8.69,Energy
2835,TG,Tredegar Corporation,15.86,Capital Goods
2836,THS,"Treehouse Foods, Inc.",53.54,Consumer Non-Durables
2837,TREX,"Trex Company, Inc.",79.68,Basic Industries
2839,TY^,Tri Continental Corporation,52.8897,Consumer Services
2840,TPH,"TRI Pointe Group, Inc.",13.36,Capital Goods
2841,TRCO,Tribune Media Company,46.55,Consumer Services
2842,TRNE,Trine Acquisition Corp.,9.78,Finance
2845,TNET,"TriNet Group, Inc.",68.21,Miscellaneous
2846,TRN,"Trinity Industries, Inc.",18.9,Capital Goods
2847,TSE,Trinseo S.A.,33.52,Basic Industries
2850,GTS,Triple-S Management Corporation,21.74,Finance
2851,TRTN,Triton International Limited,30.38,Technology
2854,TGI,"Triumph Group, Inc.",23.05,Capital Goods
2855,TROX,Tronox Holdings plc,9.2,Basic Industries
2856,TBI,"TrueBlue, Inc.",19.5,Technology
2857,TNP,Tsakos Energy Navigation Ltd,2.75,Transportation
2862,TUFN,Tufin Software Technologies Ltd.,19.66,Technology
2863,TUP,Tupperware Brands Corporation,15.03,Consumer Non-Durables
2864,TKC,Turkcell Iletisim Hizmetleri AS,5.44,Public Utilities
2865,TPB,"Turning Point Brands, Inc.",38.3,Consumer Non-Durables
2866,TRQ,Turquoise Hill Resources Ltd.,0.5466,Basic Industries
2867,TPC,Tutor Perini Corporation,11.66,Basic Industries
2868,TWLO,Twilio Inc.,124.52,Technology
2869,TRWH,"Twin River Worldwide Holdings, Inc.",24.6,Consumer Services
2870,TWTR,"Twitter, Inc.",40.37,Technology
2871,TWO,Two Harbors Investments Corp,12.96,Consumer Services
2877,TYL,"Tyler Technologies, Inc.",241.25,Technology
2878,TSN,"Tyson Foods, Inc.",83.83,Consumer Non-Durables
2879,USB,U.S. Bancorp,53.05,Finance
2880,USB^A,U.S. Bancorp,825.2488,Finance
2885,USPH,"U.S. Physical Therapy, Inc.",122.2,Health Care
2886,SLCA,"U.S. Silica Holdings, Inc.",11.19,Basic Industries
2887,USX,"U.S. Xpress Enterprises, Inc.",4.44,Transportation
2888,UBER,"Uber Technologies, Inc.",39.05,Technology
2889,UBS,UBS AG,10.89,Finance
2890,UDR,"UDR, Inc.",44.8,Consumer Services
2891,UGI,UGI Corporation,49.42,Public Utilities
2892,UGP,Ultrapar Participacoes S.A.,4.81,Public Utilities
2893,UMH,"UMH Properties, Inc.",12.68,Consumer Services
2897,UA,"Under Armour, Inc.",18.4,Consumer Non-Durables
2898,UAA,"Under Armour, Inc.",20.82,Consumer Non-Durables
2899,UFI,"Unifi, Inc.",18.13,Consumer Non-Durables
2900,UNF,Unifirst Corporation,193.02,Consumer Services
2901,UN,Unilever NV,56.53,Basic Industries
2902,UL,Unilever PLC,58.69,Basic Industries
2903,UNP,Union Pacific Corporation,166.84,Transportation
2904,UIS,Unisys Corporation,10.82,Technology
2905,UNT,Unit Corporation,4.68,Energy
2906,UMC,United Microelectronics Corporation,2.01,Technology
2907,UNFI,"United Natural Foods, Inc.",7.98,Consumer Non-Durables
2908,UPS,"United Parcel Service, Inc.",114.85,Transportation
2909,URI,"United Rentals, Inc.",113.35,Technology
2910,USM,United States Cellular Corporation,37.88,Public Utilities
2911,UZA,United States Cellular Corporation,25.47,Public Utilities
2912,UZB,United States Cellular Corporation,26.4,Public Utilities
2913,UZC,United States Cellular Corporation,26.58,Public Utilities
2914,X,United States Steel Corporation,12.64,Basic Industries
2915,UTX,United Technologies Corporation,125.75,Capital Goods
2916,UNH,UnitedHealth Group Incorporated,245.06,Health Care
2917,UTL,UNITIL Corporation,56.88,Public Utilities
2918,UNVR,Univar Inc.,20.51,Consumer Durables
2919,UVV,Universal Corporation,57.56,Consumer Services
2920,UHT,Universal Health Realty Income Trust,88.97,Consumer Services
2921,UHS,"Universal Health Services, Inc.",143.34,Health Care
2922,UVE,UNIVERSAL INSURANCE HOLDINGS INC,26.47,Finance
2923,UTI,Universal Technical Institute Inc,4.12,Consumer Services
2924,UNM,Unum Group,28.69,Finance
2925,UNMA,Unum Group,26.98,Finance
2926,UE,Urban Edge Properties,16.24,Finance
2927,UBA,Urstadt Biddle Properties Inc.,20.83,Consumer Services
2928,UBP,Urstadt Biddle Properties Inc.,16.28,Consumer Services
2931,USFD,US Foods Holding Corp.,35.14,Consumer Non-Durables
2932,USAC,"USA Compression Partners, LP",16.36,Public Utilities
2933,USNA,"USANA Health Sciences, Inc.",65.78,Consumer Durables
2934,USDP,USD Partners LP,10.66,Transportation
2936,VFC,V.F. Corporation,80.46,Consumer Non-Durables
2937,EGY,"VAALCO Energy, Inc. ",1.66,Energy
2938,MTN,"Vail Resorts, Inc.",234.12,Consumer Services
2940,VALE,VALE S.A.,11.56,Basic Industries
2941,VLO,Valero Energy Corporation,75.78,Energy
2942,VHI,"Valhi, Inc.",1.98,Basic Industries
2943,VMI,"Valmont Industries, Inc.",129.79,Capital Goods
2944,VVV,Valvoline Inc.,21.74,Basic Industries
2945,VAPO,"Vapotherm, Inc.",14.4,Health Care
2946,VAR,"Varian Medical Systems, Inc.",111.63,Health Care
2947,VGR,Vector Group Ltd.,10.62,Consumer Non-Durables
2948,VEC,"Vectrus, Inc.",37.87,Consumer Services
2949,VEDL,Vedanta  Limited,7.83,Capital Goods
2950,VEEV,Veeva Systems Inc.,155.99,Technology
2951,VNTR,Venator Materials PLC,3.08,Basic Industries
2952,VTR,"Ventas, Inc.",67.87,Consumer Services
2953,VNE,"Veoneer, Inc.",17.1,Capital Goods
2954,VER,VEREIT Inc.,8.97,Consumer Services
2956,VRTV,Veritiv Corporation,14.22,Consumer Services
2957,VZ,Verizon Communications Inc.,55.22,Public Utilities
2958,VET,Vermilion Energy Inc.,16.42,Energy
2959,VRS,Verso Corporation,14.14,Basic Industries
2960,VSM,"Versum Materials, Inc.",51.65,Basic Industries
2962,VVI,Viad Corp,66.43,Miscellaneous
2963,VICI,VICI Properties Inc.,20.85,Consumer Services
2964,VNCE,Vince Holding Corp.,12.64,Consumer Services
2965,VIPS,Vipshop Holdings Limited,6.6,Consumer Services
2969,V,Visa Inc.,168.86,Miscellaneous
2970,VSH,"Vishay Intertechnology, Inc.",15.87,Capital Goods
2971,VPG,"Vishay Precision Group, Inc.",39.14,Capital Goods
2972,VIST,"Vista Oil & Gas, S.A.B. de C.V.",8.75,Energy
2973,VSTO,Vista Outdoor Inc.,7.53,Capital Goods
2974,VST,Vistra Energy Corp.,21.72,Public Utilities
2976,VSI,"Vitamin Shoppe, Inc",4.33,Consumer Non-Durables
2977,VSLR,"Vivint Solar, Inc.",8.31,Capital Goods
2978,VMW,"Vmware, Inc.",155.76,Technology
2979,VOC,VOC Energy Trust,5.12,Energy
2980,VCRA,"Vocera Communications, Inc.",26.38,Capital Goods
2981,VG,Vonage Holdings Corp.,11.71,Public Utilities
2982,VNO,Vornado Realty Trust,61.04,Consumer Services
2986,VJET,voxeljet AG,1.765,Capital Goods
2989,VOYA,"Voya Financial, Inc.",52.4,Finance
2997,VMC,Vulcan Materials Company,137.58,Basic Industries
2998,WTI,"W&T Offshore, Inc.",4.19,Energy
2999,WPC,W.P. Carey Inc.,83.45,Consumer Services
3000,WRB,W.R. Berkley Corporation,67.88,Finance
3005,GRA,W.R. Grace & Co.,66.82,Basic Industries
3006,GWW,"W.W. Grainger, Inc.",268.83,Consumer Services
3007,WNC,Wabash National Corporation,15.05,Capital Goods
3008,WBC,Wabco Holdings Inc.,131.84,Capital Goods
3009,WDR,"Waddell & Reed Financial, Inc.",16.23,Finance
3010,WAGE,"WageWorks, Inc.",51.15,Miscellaneous
3011,WD,"Walker & Dunlop, Inc.",54.95,Finance
3012,WMT,Walmart Inc.,105.82,Consumer Services
3013,DIS,Walt Disney Company (The),138.3,Consumer Services
3014,HCC,"Warrior Met Coal, Inc.",21.48,Energy
3015,WPG,Washington Prime Group Inc.,3.54,Consumer Services
3019,WCN,"Waste Connections, Inc.",88.59,Public Utilities
3020,WM,"Waste Management, Inc.",113.77,Public Utilities
3021,WAT,Waters Corporation,204.31,Capital Goods
3022,WSO,"Watsco, Inc.",154.03,Consumer Durables
3024,WTS,"Watts Water Technologies, Inc.",91.59,Capital Goods
3025,W,Wayfair Inc.,123.18,Consumer Services
3026,WBS,Webster Financial Corporation,46.51,Finance
3028,WEC,"WEC Energy Group, Inc.",87.03,Public Utilities
3029,WEI,Weidai Ltd.,7.9,Finance
3030,WRI,Weingarten Realty Investors,27.27,Consumer Services
3031,WMK,"Weis Markets, Inc.",37.6,Consumer Services
3032,WBT,"Welbilt, Inc.",15.55,Technology
3033,WCG,"WellCare Health Plans, Inc.",274.56,Health Care
3034,WFC,Wells Fargo & Company,46.14,Finance
3048,WELL,Welltower Inc.,84.84,Consumer Services
3049,WAIR,"Wesco Aircraft Holdings, Inc.",9.78,Capital Goods
3050,WCC,"WESCO International, Inc.",44.76,Consumer Non-Durables
3051,WST,"West Pharmaceutical Services, Inc.",133.64,Basic Industries
3052,WAL,Western Alliance Bancorporation,44.35,Finance
3053,WALA,Western Alliance Bancorporation,26.88,Finance
3066,WMC,Western Asset Mortgage Capital Corporation,9.91,Consumer Services
3074,WES,"Western Midstream Partners, LP",25.15,Public Utilities
3075,WU,Western Union Company (The),21.05,Miscellaneous
3076,WAB,Westinghouse Air Brake Technologies Corporation,72.5,Capital Goods
3077,WLK,Westlake Chemical Corporation,61.92,Basic Industries
3078,WLKP,Westlake Chemical Partners LP,22.65,Basic Industries
3079,WBK,Westpac Banking Corporation,19.09,Finance
3080,WRK,Westrock Company,35.17,Consumer Durables
3081,WHG,Westwood Holdings Group Inc,29.71,Finance
3082,WEX,WEX Inc.,188.85,Miscellaneous
3083,WY,Weyerhaeuser Company,24.47,Consumer Services
3084,WPM,Wheaton Precious Metals Corp.,26.43,Basic Industries
3085,WHR,Whirlpool Corporation,133.16,Consumer Durables
3086,WTM,"White Mountains Insurance Group, Ltd.",1065.0,Finance
3087,WSR,Whitestone REIT,12.1,Consumer Services
3088,WLL,Whiting Petroleum Corporation,10.65,Energy
3089,WOW,"WideOpenWest, Inc.",7.07,Consumer Services
3090,WMB,"Williams Companies, Inc. (The)",23.78,Public Utilities
3091,WSM,"Williams-Sonoma, Inc.",63.83,Consumer Services
3092,WGO,"Winnebago Industries, Inc.",37.23,Consumer Non-Durables
3093,WIT,Wipro Limited,3.92,Technology
3094,WNS,WNS (Holdings) Limited,62.0,Miscellaneous
3095,WWW,"Wolverine World Wide, Inc.",26.67,Consumer Non-Durables
3096,WF,Woori Bank,30.3,Finance
3097,WK,Workiva Inc.,56.01,Technology
3098,INT,World Fuel Services Corporation,36.62,Energy
3099,WWE,"World Wrestling Entertainment, Inc.",66.11,Consumer Services
3100,WOR,"Worthington Industries, Inc.",37.7,Capital Goods
3101,WPP,WPP plc,55.22,Technology
3102,WPX,"WPX Energy, Inc.",8.93,Energy
3103,WYND,"Wyndham Destinations, Inc.",40.35,Consumer Services
3104,WH,"Wyndham Hotels & Resorts, Inc.",53.52,Consumer Services
3105,XYF,X Financial,2.86,Finance
3107,XHR,"Xenia Hotels & Resorts, Inc.",20.24,Consumer Services
3108,XRX,Xerox Holdings Corporation,29.34,Technology
3109,XIN,Xinyuan Real Estate Co Ltd,4.01,Basic Industries
3110,XPO,"XPO Logistics, Inc.",67.3,Consumer Services
3111,XYL,Xylem Inc.,74.6,Capital Goods
3112,AUY,Yamana Gold Inc.,3.41,Basic Industries
3113,YELP,Yelp Inc.,33.53,Consumer Services
3114,YETI,"YETI Holdings, Inc.",29.53,Consumer Non-Durables
3115,YEXT,"Yext, Inc.",19.69,Technology
3116,YRD,Yirendai Ltd.,10.16,Finance
3117,YPF,YPF Sociedad Anonima,15.48,Energy
3118,YUMC,"Yum China Holdings, Inc.",42.82,Consumer Services
3119,YUM,"Yum! Brands, Inc.",115.07,Consumer Services
3120,ZAYO,"Zayo Group Holdings, Inc.",33.66,Public Utilities
3121,ZEN,"Zendesk, Inc.",76.45,Technology
3122,ZBH,"Zimmer Biomet Holdings, Inc.",134.92,Health Care
3126,ZBK,Zions Bancorporation N.A.,28.9175,Finance
3127,ZTS,Zoetis Inc.,112.57,Health Care
3128,ZTO,ZTO Express (Cayman) Inc.,18.24,Transportation
3129,ZUO,"Zuora, Inc.",13.96,Technology
3130,ZYME,Zymeworks Inc.,22.78,Health Care
